(2659, 2231)
(1262, 1662)
(1973, 2577)
(3009, 134)
(2184, 2509)
(3078, 2053)
(3063, 239)
(1621, 1999)
(2111, 1863)
(2650, 945)
(2228, 2155)
(2959, 1327)
(1556, 1438)
(2833, 2090)
(2923, 443)
(2683, 1099)
(1955, 546)
(3256, 889)
(1986, 2231)
(1358, 941)
(3104, 1663)
(2996, 2475)
(1738, 295)
(2558, 34)
(3154, 59)
(1478, 1509)
(2646, 2254)
(2228, 280)
(2191, 1710)
(3160, 2331)
(2132, 1480)
(3114, 1168)
(1526, 888)
(1501, 458)
(3046, 2322)
(1645, 2049)
(2440, 297)
(2399, 1693)
(2766, 812)
(2325, 2009)
(1489, 1099)
(2549, 999)
(3442, 722)
(2999, 912)
(1656, 1891)
(1726, 903)
(3635, 1395)
(2869, 550)
(1962, 2469)
(1606, 1000)
(1443, 1122)
(1620, 526)
(3143, 1319)
(2641, 2649)
(2181, 4)
(1467, 553)
(3267, 163)
(1874, 1551)
(2056, 2610)
(3575, 1749)
(3146, 1306)
(2907, 1964)
(2720, 1849)
(2053, 748)
(1872, 1868)
(2236, 869)
(2530, 943)
(1350, 1126)
(1316, 1924)
(3182, 702)
(2493, 1275)
(3199, 390)
(2019, 2443)
(1868, 1981)
(1791, 2534)
(1986, 1955)
(3411, 407)
(1642, 869)
(2967, 1269)
(1400, 2095)
(2982, 122)
(1927, 300)
(1257, 1674)
(1892, 1776)
(1257, 1265)
(3501, 1710)
(3473, 745)
(2306, 2439)
(3276, 1893)
(2170, 1882)
(1168, 940)
(3421, 1349)
(2293, 1845)
(2222, 1412)
(2320, 900)
(1276, 1124)
(2145, 2067)
(1193, 1885)
(1905, 1825)
(2953, 2362)
(1017, 1291)
(3184, 200)
(2135, 458)
(1214, 1512)
(1702, 283)
(1764, 2329)
(1580, 442)
(2579, 1086)
(3230, 2215)
(2420, 805)
(1723, 877)
(2964, 825)
(3301, 675)
(2147, 1218)
(1751, 49)
(1675, 2391)
(3250, 1159)
(2013, 171)
(2651, 1739)
(2074, 2252)
(2328, 1988)
(1459, 937)
(2553, 1733)
(2901, 839)
(3250, 763)
(1757, 981)
(2068, 1660)
(2178, 2587)
(1098, 1546)
(968, 1207)
(2023, 992)
(1715, 467)
(2664, 881)
(1812, 1833)
(3069, 292)
(2972, 974)
(2534, 110)
(2472, 135)
(3330, 574)
(1589, 1773)
(3503, 1405)
(1992, 357)
(3104, 267)
(2718, 1745)
(3620, 799)
(1507, 1223)
(2498, 923)
(2604, 1764)
(1569, 1957)
(3229, 504)
(1539, 2279)
(3040, 1634)
(2089, 1411)
(2334, 461)
(2890, 944)
(2664, 1355)
(1639, 1067)
(1560, 1942)
(2284, 1893)
(2431, 1683)
(2396, 1576)
(2144, 48)
(2280, 1486)
(3209, 1949)
(1770, 481)
(3426, 2212)
(3559, 1015)
(1274, 1598)
(2818, 235)
(2735, 466)
(3139, 290)
(3713, 1352)
(2033, 1627)
(2451, 828)
(1806, 272)
(3317, 2259)
(2127, 2285)
(1696, 149)
(1973, 1180)
(1452, 1594)
(2175, 1701)
(3208, 1174)
(2580, 824)
(2759, 2223)
(2495, 2707)
(2831, 2513)
(2047, 301)
(1468, 2058)
(3394, 1664)
(2089, 46)
(1714, 2055)
(1770, 572)
(1642, 2048)
(2257, 1570)
(1183, 1017)
(2542, 2727)
(1252, 1583)
(1210, 948)
(2966, 1189)
(1914, 2088)
(3131, 1270)
(3105, 579)
(2119, 1302)
(1473, 1685)
(1420, 2353)
(2086, 2702)
(1947, 2507)
(2522, 1692)
(1587, 1972)
(3154, 327)
(3218, 1660)
(2300, 308)
(2919, 587)
(2621, 106)
(3224, 670)
(1992, 169)
(2145, 1165)
(2599, 2158)
(1572, 894)
(1809, 2383)
(2073, 2084)
(2377, 817)
(3369, 1150)
(1747, 2300)
(1864, 490)
(2898, 2175)
(2406, 1075)
(3569, 1476)
(2829, 1586)
(3043, 463)
(1855, 2512)
(2100, 1642)
(3016, 1533)
(3187, 1760)
(2289, 158)
(2207, 842)
(3445, 1279)
(3745, 1162)
(2812, 2534)
(2912, 1983)
(3273, 879)
(2222, 81)
(2411, 505)
(3605, 1388)
(2157, 1119)
(2081, 2786)
(1823, 1215)
(1660, 434)
(2960, 1564)
(1651, 1288)
(2846, 904)
(2442, 1265)
(3181, 1195)
(1637, 2005)
(1707, 909)
(1147, 1215)
(1497, 1858)
(1974, 849)
(3689, 1089)
(3059, 922)
(1599, 2256)
(1455, 1429)
(1230, 1756)
(2678, 2226)
(1752, 2591)
(1601, 472)
(2297, 971)
(3032, 1834)
(1618, 767)
(2966, 1335)
(1563, 1868)
(2346, 822)
(3219, 2180)
(2922, 2302)
(2285, 927)
(2252, 750)
(2782, 1216)
(1591, 524)
(3311, 928)
(3306, 1114)
(3138, 2289)
(3383, 966)
(1956, 1272)
(3148, 281)
(3307, 948)
(1075, 1091)
(3188, 703)
(2528, 1825)
(2788, 1901)
(1652, 2456)
(2833, 1270)
(1347, 889)
(3548, 843)
(3053, 2478)
(3652, 1080)
(3062, 1888)
(3309, 862)
(1924, 1171)
(1516, 1462)
(1568, 340)
(1652, 339)
(2440, 799)
(2105, 931)
(1495, 2319)
(3551, 1805)
(2363, 1347)
(2181, 1864)
(2150, 156)
(2637, 688)
(1689, 620)
(1621, 714)
(1508, 1448)
(3177, 409)
(2327, 732)
(1829, 1166)
(2577, 2457)
(2134, 310)
(1558, 2365)
(2872, 131)
(2182, 1410)
(2345, 2842)
(2460, 1368)
(2842, 386)
(2286, 1745)
(1103, 1258)
(2160, 2544)
(1157, 1643)
(3575, 808)
(3623, 1049)
(2581, 1648)
(2587, 2594)
(1661, 2550)
(3076, 399)
(2472, 1044)
(1686, 1038)
(2247, 288)
(2555, 2390)
(2485, 2596)
(1809, 1903)
(2924, 656)
(2949, 1503)
(1658, 1627)
(3523, 1775)
(2266, 134)
(3119, 1928)
(2310, 892)
(2483, 1722)
(2938, 1219)
(2478, 2137)
(2991, 2249)
(2685, 2179)
(2431, 233)
(3141, 1268)
(3623, 1392)
(3784, 1346)
(2042, 1826)
(2130, 1301)
(2286, 2042)
(2531, 1172)
(2160, 2576)
(2813, 2583)
(1873, 304)
(2954, 2213)
(2002, 1766)
(1540, 2351)
(1662, 1819)
(3368, 482)
(2515, 2228)
(3007, 1644)
(2124, 128)
(1630, 680)
(1348, 702)
(2220, 2846)
(2870, 2433)
(1844, 1139)
(2495, 2304)
(2772, 712)
(2765, 1756)
(3539, 1787)
(3092, 838)
(2610, 2492)
(2996, 1215)
(3484, 1972)
(3289, 1360)
(1650, 2018)
(2483, 1610)
(1857, 546)
(3592, 966)
(1686, 929)
(2245, 2878)
(2205, 1759)
(3353, 1214)
(2483, 949)
(1860, 2663)
(3300, 1737)
(1550, 901)
(2887, 2587)
(1373, 1362)
(1691, 2022)
(2025, 2312)
(2160, 2091)
(2974, 245)
(2349, 1505)
(1222, 1435)
(2219, 986)
(3204, 972)
(3040, 232)
(1992, 692)
(2471, 2123)
(2847, 2230)
(2420, 2687)
(3668, 1555)
(2463, 2505)
(2457, 1033)
(2640, 2546)
(1422, 2106)
(2718, 493)
(3327, 1769)
(1753, 1195)
(2084, 477)
(3337, 2349)
(2023, 1549)
(1834, 2701)
(2247, 2727)
(3275, 2000)
(3178, 1430)
(2110, 1409)
(1962, 1696)
(2117, 1161)
(2856, 862)
(1623, 2207)
(2392, 1522)
(2105, 1200)
(2128, 1970)
(2117, 2077)
(3505, 1513)
(2373, 1629)
(3609, 1462)
(2278, 2825)
centroid (4665, 2452)
(4717, 3101)
(3859, 1219)
(4179, 2369)
(4232, 2581)
(4796, 1612)
(4921, 1499)
(4735, 1615)
(4858, 1721)
(4220, 2453)
(3812, 2520)
(3914, 2423)
(3928, 1396)
(4387, 1537)
(3735, 2527)
(4177, 1182)
(4751, 1660)
(4803, 2790)
(3955, 1497)
(3535, 2335)
(4606, 2361)
(4527, 1808)
(4809, 3363)
(4883, 2345)
(4433, 3169)
(3961, 2456)
(4111, 1168)
(4182, 2805)
(3976, 2822)
(4953, 3483)
(3908, 2399)
(3680, 2427)
(4949, 1275)
(3991, 2963)
(3575, 2496)
(4439, 1289)
(4614, 3068)
(4088, 1947)
(4439, 1652)
(4057, 1815)
(3616, 2351)
(4125, 3131)
(4345, 2007)
(3896, 2791)
(4343, 2693)
(3942, 2125)
(3715, 2347)
(4178, 1820)
(4434, 1782)
(3476, 2423)
(4142, 3187)
(4965, 2851)
(4577, 2482)
(4320, 2941)
(4742, 3079)
(4861, 3530)
(4608, 3084)
(4753, 3438)
(4138, 1221)
(3826, 2037)
(4891, 1435)
(4311, 2967)
(4562, 1911)
(4512, 1766)
(4286, 1719)
(4272, 1821)
(4799, 1715)
(3821, 1396)
(4092, 1710)
(4839, 2403)
(4999, 3066)
(4621, 2854)
(4720, 2338)
(3590, 2235)
(4099, 3015)
(4342, 2922)
(4942, 3066)
(4419, 2323)
(4353, 3052)
(4429, 2386)
(4651, 2170)
(4463, 3287)
(4061, 1967)
(4580, 2123)
(4075, 1619)
(4054, 2435)
(4501, 1583)
(4252, 2805)
(4179, 2304)
(4332, 2001)
(4731, 3589)
(4972, 1557)
(4099, 1483)
(3834, 2631)
(4681, 3290)
(4723, 2649)
(4332, 1680)
(4312, 2152)
(4246, 1505)
(4142, 2737)
(4704, 2360)
(4692, 1977)
(4892, 2151)
(4525, 2744)
(4950, 2105)
(3865, 1659)
(4682, 2555)
(4740, 2911)
(4764, 3268)
(4362, 2995)
(3993, 2724)
(4986, 2836)
(4854, 3439)
(4694, 2111)
(3973, 2005)
(4062, 2176)
(4695, 1450)
(4492, 1765)
(4956, 1756)
(4800, 3407)
(4942, 1644)
(4622, 3396)
(4225, 1890)
(3552, 2412)
(3933, 2518)
(4025, 1554)
(4488, 1315)
(3875, 2899)
(4258, 1998)
(3857, 2886)
(3525, 2017)
(3944, 1326)
(3638, 1893)
(4833, 2741)
(4902, 3235)
(4378, 3378)
(3392, 2357)
(4159, 3024)
(4726, 3521)
(4285, 2853)
(4865, 2273)
(3826, 2171)
(4877, 2368)
(3730, 2319)
(4103, 2192)
(4044, 2384)
(3808, 2000)
(4827, 1719)
(4527, 1692)
(4189, 1260)
(4611, 1398)
(4283, 2476)
(3843, 2325)
(4343, 3029)
(4081, 2210)
(4025, 2086)
(4801, 1898)
(4660, 1406)
(4225, 1859)
(4636, 1808)
(4832, 2105)
(3774, 1676)
(3889, 1984)
(5000, 1966)
(4040, 1744)
(4649, 3550)
(4009, 1649)
(4767, 3542)
(4252, 2723)
(3793, 1885)
(3999, 1990)
(4303, 2615)
(4693, 3071)
(3564, 2145)
(4325, 1196)
(4239, 1394)
(4376, 2688)
(3898, 2160)
(4913, 2524)
(3533, 2390)
(4120, 1288)
(4066, 1842)
(4269, 2435)
(4750, 1576)
(4371, 2977)
(4767, 3322)
(4079, 1794)
(3651, 2628)
(4649, 2152)
(4717, 3339)
(4465, 2709)
(4188, 2846)
(4528, 3043)
(3791, 1438)
(4228, 2872)
(3576, 1899)
(4285, 3155)
(4245, 1626)
(4849, 1512)
(3560, 2053)
(4746, 1620)
(4619, 2110)
(4362, 2942)
(4925, 2036)
(4623, 1671)
(4621, 3467)
(4219, 2260)
(3868, 2712)
(3603, 2005)
(3953, 2648)
(4497, 1413)
(4503, 1721)
(3578, 2576)
(4549, 1315)
(4811, 1586)
(4634, 2218)
(4291, 2718)
(3860, 1628)
(4454, 3046)
(3668, 1808)
(4007, 2707)
(4353, 1250)
(4445, 2910)
(4201, 3080)
(4044, 1295)
(4038, 1746)
(4012, 2609)
(4166, 1620)
(4649, 3322)
(4692, 2646)
(4718, 1472)
(4507, 2950)
(4919, 1848)
(4320, 2175)
(3512, 2038)
(4975, 1617)
(4665, 2452)
(4248, 2986)
(4639, 3073)
(4975, 3063)
(4367, 1845)
(4852, 1514)
(4763, 2990)
(4732, 1547)
(4250, 3133)
(4499, 2790)
(4742, 3451)
(4977, 2009)
centroid (3372, 3697)
(3599, 3525)
(2934, 3228)
(3471, 3581)
(3504, 3242)
(3220, 4386)
(3998, 3340)
(4325, 4000)
(3925, 4295)
(2919, 3998)
(3876, 3742)
(2623, 3218)
(4103, 3375)
(4206, 3745)
(3205, 3792)
(3204, 3274)
(2963, 3742)
(3473, 3584)
(3689, 3244)
(2862, 3672)
(3482, 3008)
(3286, 2953)
(2577, 3841)
(2350, 2980)
(3146, 3071)
(2857, 3957)
(3409, 4204)
(3685, 4731)
(3642, 4806)
(3528, 3886)
(3056, 4277)
(2436, 3256)
(3881, 3055)
(3390, 4809)
(3849, 4456)
(3784, 3918)
(3541, 3931)
(3188, 3663)
(4217, 3697)
(3504, 3352)
(3705, 4833)
(3044, 4800)
(2929, 4584)
(3612, 2777)
(3478, 3191)
(3023, 3563)
(2877, 4757)
(3148, 3185)
(2420, 2976)
(3251, 4036)
(4194, 3351)
(3958, 3525)
(3957, 4463)
(3076, 3402)
(3588, 3842)
(3748, 2897)
(3180, 3086)
(3293, 4689)
(3948, 3344)
(4462, 3794)
(3465, 4135)
(3815, 3430)
(3894, 3723)
(4195, 3692)
(2884, 4475)
(3277, 3768)
(4195, 3705)
(3953, 4437)
(2671, 4609)
(3731, 4100)
(4140, 4155)
(2904, 3769)
(2706, 3970)
(3603, 3928)
(3198, 2976)
(3696, 4650)
(2558, 3374)
(3778, 4143)
(4047, 3401)
(3959, 3028)
(4255, 3700)
(3331, 3580)
(2771, 3773)
(3641, 4007)
(3344, 3383)
(2385, 2897)
(2793, 4713)
(2322, 2998)
(3535, 3220)
(3972, 4506)
(3026, 4748)
(3439, 3610)
(3552, 4835)
(3098, 4485)
(3268, 2802)
(2511, 2859)
(3247, 4850)
(2872, 3103)
(3100, 3604)
(3740, 3821)
(2722, 4103)
(3308, 2744)
(3749, 3389)
(3147, 4717)
(2856, 3885)
(3386, 4616)
(2657, 3243)
(2855, 3902)
(3409, 3292)
(2859, 3234)
(3696, 3507)
(3550, 4027)
(3921, 4505)
(2489, 3012)
(3676, 3999)
(2771, 4567)
(2395, 3004)
(3131, 4995)
(3948, 3676)
(4412, 3788)
(2922, 3666)
(3783, 3563)
(3767, 4643)
(3319, 4259)
(3403, 4230)
(4212, 3321)
(3463, 2788)
(2915, 3221)
(3619, 4734)
(2680, 3323)
(3158, 2947)
(3173, 3372)
(3789, 4098)
(4170, 3826)
(2522, 4062)
(3578, 4170)
(4308, 3606)
(3432, 4466)
(3522, 4539)
(3939, 4418)
(3753, 3245)
(2990, 4247)
(2474, 3319)
(4071, 4299)
(3807, 3700)
(4295, 3554)
(2445, 2860)
(2994, 4243)
(3245, 2778)
(3447, 3671)
(3194, 3118)
(2346, 3137)
(3211, 3552)
(2795, 4396)
(3652, 3006)
(4487, 3691)
(3625, 3403)
(2653, 2977)
(3063, 2732)
(2830, 4367)
(4224, 3438)
(3341, 4146)
(4154, 3351)
(3323, 4254)
(4429, 3712)
(3692, 3419)
(2513, 3976)
(3283, 4568)
(3861, 2967)
(3633, 2731)
(2580, 3778)
(3647, 3388)
(2391, 2944)
(2987, 3872)
(3775, 3816)
(3124, 4915)
(3183, 3508)
(4140, 3782)
(3689, 4790)
(3590, 4640)
(4003, 3911)
(3003, 4219)
(2761, 4542)
(3273, 4573)
(3893, 3643)
(3457, 4510)
(3176, 3184)
(3704, 4917)
(3483, 3786)
(3104, 4777)
(3425, 3637)
(2714, 3396)
(3830, 2904)
(3475, 4289)
(3487, 4263)
(3319, 2454)
(2623, 3245)
(2898, 3192)
(3182, 3365)
(3843, 4422)
(4230, 4130)
(2985, 3695)
(2291, 2990)
(4335, 3406)
(2435, 3156)
(2768, 4119)
(3859, 4105)
(3464, 4972)
(2573, 2936)
(3838, 3879)
(4133, 3503)
(2679, 3977)
(2796, 4562)
(3383, 3312)
(3064, 3037)
(3534, 4118)
(2677, 2777)
(3913, 3248)
(4315, 3636)
(2840, 2776)
(4017, 4244)
(3159, 4828)
(2791, 3246)
(2991, 4969)
(3145, 2849)
(2779, 4165)
(2457, 3247)
(3400, 2791)
(3161, 2891)
(3593, 4017)
(2767, 3121)
(4073, 4217)
(3741, 4796)
(2584, 4325)
(4281, 3964)
(3777, 4690)
(2479, 2932)
(3237, 3419)
(2627, 3459)
(3464, 2527)
(3606, 3635)
(3181, 3873)
(2741, 4131)
(3557, 4546)
(2610, 3625)
(3962, 3813)
(2760, 4652)
(3649, 3847)
(2812, 3206)
(3493, 4358)
(4001, 3638)
(3666, 3913)
(3844, 3510)
(3250, 2542)
(2708, 4065)
(3161, 2815)
(3283, 2962)
(3069, 3792)
(3343, 2832)
(2735, 4032)
(2790, 4619)
(3585, 4300)
(2786, 2905)
(4371, 3794)
(2753, 4569)
(4279, 3827)
(2679, 3982)
(3093, 4322)
(3130, 4101)
(3889, 3366)
(3850, 3295)
(3226, 3300)
(3051, 4351)
(4263, 3827)
(3338, 2579)
(3328, 2880)
(2984, 4912)
(3327, 3301)
(2811, 4095)
(4156, 3389)
(3372, 4741)
(2557, 4034)
(2971, 4991)
(3065, 3543)
(3017, 3502)
(3313, 3235)
(2942, 4388)
(3054, 3546)
(4031, 4035)
(3372, 3697)
(3101, 4106)
(3360, 4482)
(3831, 3987)
(3813, 4055)
(2616, 4069)
(3887, 3631)
(4116, 3948)
(2970, 4947)
(2787, 3779)
(2884, 3339)
(3588, 4358)
(4165, 4110)
(3649, 4719)
(3216, 4837)
(2811, 4006)
(3297, 4393)
(3756, 4305)
(3861, 3689)
(4263, 3440)
(3456, 4543)
(3730, 3879)
(3770, 3664)
(3414, 3620)
(3039, 4268)
(4192, 3658)
(3722, 4037)
(2553, 2774)
(3421, 3407)
(2721, 3117)
(3373, 2814)
(2741, 3769)
(3969, 3863)
(3843, 3607)
(3168, 4084)
(3775, 3072)
(3769, 3177)
(2866, 4801)
(2842, 4709)
(2679, 3928)
centroid (38, 2372)
(389, 2590)
(619, 1968)
(625, 2514)
(878, 2959)
(617, 2407)
(83, 2473)
(205, 2844)
(954, 3111)
(511, 1988)
(456, 1828)
(826, 2530)
(124, 2523)
(44, 3168)
(1376, 2673)
(894, 2706)
(85, 2917)
(748, 1397)
(109, 3517)
(503, 3039)
(201, 1362)
(926, 2044)
(641, 2320)
(287, 1540)
(1047, 2311)
(753, 1455)
(673, 2779)
(207, 1408)
(812, 1783)
(557, 1642)
(535, 1861)
(545, 2152)
(317, 2819)
(276, 1884)
(1041, 2504)
(552, 2950)
(325, 1367)
(1263, 2818)
(324, 3365)
(1123, 2407)
(138, 1904)
(1073, 2298)
(106, 1807)
(68, 2189)
(1068, 1666)
(20, 3502)
(811, 2948)
(1054, 2925)
(935, 2946)
(1301, 2370)
(19, 1472)
(83, 3479)
(165, 3368)
(902, 1568)
(153, 3021)
(237, 1420)
(186, 3589)
(390, 1369)
(78, 1669)
(746, 1948)
(563, 2995)
(63, 2300)
(617, 2068)
(716, 1408)
(0, 3160)
(623, 2096)
(258, 1724)
(673, 2869)
(1036, 1865)
(271, 1486)
(1035, 1998)
(1148, 2261)
(888, 2077)
(222, 1843)
(938, 2549)
(691, 1890)
(657, 2980)
(179, 2245)
(344, 1535)
(546, 3080)
(97, 1383)
(1086, 2428)
(45, 2410)
(27, 2096)
(507, 3078)
(942, 1465)
(988, 1846)
(286, 3244)
(588, 1457)
(711, 3225)
(201, 2085)
(1189, 2719)
(237, 1863)
(1094, 2845)
(302, 2620)
(369, 2273)
(1181, 1900)
(314, 3603)
(871, 2222)
(15, 1748)
(684, 1879)
(1077, 1643)
(970, 2087)
(969, 2509)
(467, 2118)
(917, 1500)
(546, 1858)
(943, 3107)
(201, 2470)
(621, 2827)
(685, 2030)
(67, 2920)
(115, 1355)
(810, 2591)
(882, 1905)
(749, 1641)
(247, 1529)
(88, 2020)
(17, 2117)
(1270, 2677)
(996, 2787)
(942, 2788)
(984, 1887)
(297, 2269)
(698, 2549)
(418, 3318)
(38, 2372)
(154, 3378)
(896, 2932)
(1198, 2187)
(294, 1407)
(640, 3212)
(438, 1802)
(695, 2631)
(1250, 2367)
(137, 1535)
(1107, 2036)
(193, 3277)
(1298, 2807)
(854, 3152)
(946, 1663)
(1248, 2485)
(250, 3499)
(430, 1480)
(830, 2911)
(792, 2390)
(65, 2280)
(1119, 2320)
(446, 2371)
(206, 1283)
(835, 2574)
(247, 1622)
(579, 1951)
(695, 2777)
(449, 2729)
(186, 2095)
(849, 2030)
(246, 1588)
(568, 2133)
(564, 3331)
(735, 1492)
(156, 3621)
(801, 2474)
(738, 2668)
(361, 2457)
(545, 2394)
(610, 1822)
(60, 2730)
(214, 2379)
(1118, 1739)
(917, 1461)
(123, 1837)
(670, 2886)
(62, 2370)
(525, 1951)
(480, 1427)
(663, 1669)
(160, 2625)
(602, 1286)
(459, 1744)
(1010, 1973)
(732, 1241)
(285, 1581)
(1222, 2515)
(685, 1794)
(273, 2343)
(78, 2104)
(1238, 2063)
(1206, 2502)
(67, 3132)
(652, 2091)
(316, 2406)
(89, 2865)
(360, 3099)
(1307, 2421)
(61, 2888)
(1026, 2011)
(936, 3142)
(1221, 2600)
(856, 1842)
(772, 3240)
(299, 3465)
(185, 3299)
(259, 3141)
(15, 2780)
(658, 1654)
centroid (104, 13)
(729, 1197)
(1146, 173)
(1429, 381)
(1478, 130)
(331, 81)
(1214, 177)
(44, 37)
(33, 149)
(1450, 21)
(724, 411)
(852, 430)
(295, 512)
(1129, 944)
(166, 478)
(697, 644)
(173, 759)
(522, 252)
(683, 182)
(69, 525)
(446, 754)
(1032, 972)
(923, 921)
(72, 911)
(1363, 271)
(1085, 253)
(946, 94)
(216, 82)
(554, 77)
(103, 38)
(856, 541)
(1032, 245)
(1136, 688)
(1316, 632)
(1295, 200)
(609, 258)
(1252, 601)
(666, 360)
(191, 1006)
(503, 109)
(836, 254)
(708, 203)
(292, 665)
(952, 37)
(440, 908)
(1419, 182)
(964, 132)
(647, 582)
(1097, 494)
(31, 470)
(599, 1012)
(1208, 73)
(591, 928)
(1485, 215)
(63, 902)
(769, 655)
(624, 12)
(104, 13)
(274, 1052)
(760, 406)
(823, 1105)
(812, 923)
(985, 105)
(34, 153)
(44, 1077)
(697, 186)
(1417, 367)
(27, 224)
(1162, 355)
(1383, 215)
(855, 590)
(456, 476)
(350, 817)
(276, 235)
(976, 1102)
(1049, 497)
(80, 756)
(48, 989)
(695, 427)
(757, 580)
(204, 36)
(381, 1101)
(129, 1151)
(703, 877)
(777, 925)
(1253, 62)
(526, 1022)
(433, 951)
(844, 527)
(323, 796)
(636, 510)
(814, 875)
(1125, 242)
(256, 997)
(1108, 22)
(1257, 244)
(653, 623)
(724, 683)
(819, 8)
(365, 838)
(850, 865)
(885, 692)
(507, 1010)
(63, 67)
(175, 285)
(205, 802)
(547, 422)
(623, 360)
(435, 1197)
(1100, 424)
(901, 336)
(929, 1072)
(272, 371)
(1230, 115)
(39, 181)
(377, 912)
(691, 321)
(694, 884)
(1025, 588)
(599, 745)
(342, 1089)
(932, 1052)
(709, 1101)
(71, 822)
(253, 1053)
(632, 326)
(410, 398)
(307, 98)
(758, 11)
(598, 709)
(160, 1070)
(1422, 143)
(1138, 384)
(1137, 10)
(1026, 156)
(333, 1001)
(981, 1042)
(778, 816)
centroid (1588, 4134)
(2000, 3617)
(1356, 3649)
(754, 3580)
(2014, 4771)
(1569, 4807)
(2240, 3635)
(1421, 3452)
(1496, 3338)
(699, 3997)
(2122, 4331)
(1001, 3926)
(1549, 3880)
(1479, 3061)
(946, 4790)
(1675, 2950)
(1744, 4132)
(1889, 4635)
(1354, 2871)
(1635, 3541)
(1714, 4588)
(2208, 4198)
(2250, 4954)
(975, 3336)
(1592, 3798)
(2554, 4969)
(2117, 4271)
(1251, 3747)
(1192, 4106)
(1318, 2875)
(2348, 4818)
(2311, 3331)
(1862, 4179)
(2191, 3945)
(1148, 3231)
(1019, 3364)
(2364, 4007)
(1287, 3132)
(2004, 3834)
(1493, 4261)
(2257, 3196)
(716, 3437)
(2060, 4609)
(794, 4152)
(1664, 3598)
(1791, 2777)
(2452, 4737)
(1617, 3643)
(946, 3215)
(1195, 3016)
(1613, 3385)
(2051, 3589)
(489, 3627)
(738, 4182)
(1849, 4249)
(1166, 4893)
(2353, 4582)
(1518, 2850)
(2089, 4508)
(1868, 4481)
(1155, 3269)
(776, 3623)
(1818, 3325)
(2204, 3137)
(1092, 4394)
(1118, 4303)
(1771, 3227)
(2273, 4147)
(1068, 4832)
(1969, 2838)
(1728, 3386)
(1855, 3490)
(2340, 4587)
(1762, 3793)
(510, 3908)
(1239, 3114)
(1774, 4971)
(1303, 3665)
(1547, 4254)
(1655, 4870)
(1875, 2924)
(1085, 4754)
(621, 3693)
(1970, 4077)
(1432, 3126)
(1974, 2920)
(1276, 4275)
(1052, 4567)
(2034, 3581)
(775, 3620)
